,Raw,req-label,req,chunk-count,chunks-in-req,keyword-count,keywords-in-req
459,"US:The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.
",US,The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,6,"system, time for completion, week, product implementation, 98 %, time",19,"product, system, week, prior, shall, successfully, stipulated, able, train, implementation, 98, within, easily, budget, time, complete, completion, use, user"
460,"PE:The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.
",PE,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.,8,"product interface, response time, product interface, 90 %, time, 10 %, time, response time",11,"2, product, seconds.not, 90, second, interface, response, time, exceed, fast, 10"
461,"F:The system shall display Events or Activities.
",F,The system shall display Events or Activities.,1,system,5,"system, shall, event, display, activity"
462,"F: The display shall have two regions:  left 2/3 of the display is graphical  right 1/3 of the display is a data table
",F, The display shall have two regions:  left 2/3 of the display is graphical  right 1/3 of the display is a data table,4,"display, display, display, data table",11,"table, data, 1/3, graphical, 2/3, shall, leave, display, region, two, right"
463,"F:The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data
",F,The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data,2,"graph, table",9,"row, graph, data, msel, node, summary, display, within, table"
464,"F:The table side of the display shall be split into 2 regions: sequential and temporal.
",F,The table side of the display shall be split into 2 regions: sequential and temporal.,2,"side, display",9,"2, split, sequential, region, side, temporal, shall, display, table"
465,"F:The top 1/4 of the table will hold events that are to occur sequentially.
",F,The top 1/4 of the table will hold events that are to occur sequentially.,1,table,7,"sequentially, top, hold, 1/4, event, table, occur"
466,"F:The bottom 3/4 of the table will hold events that occur according to its relevance to current time.
",F,The bottom 3/4 of the table will hold events that occur according to its relevance to current time.,3,"table, relevance, time",10,"bottom, hold, current, relevance, time, 3/4, event, accord, table, occur"
467,"F:The system shall color code events according to their variance from current time.
",F,The system shall color code events according to their variance from current time.,4,"system, color code, variance, time",9,"variance, current, time, system, shall, code, color, event, accord"
468,"F:The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications
",F,The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,3,"system, sync matrix, exercise management tool",11,"1.0, tool, sync, management, application, data, system, shall, matrix, exercise, display"
469,"F:The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.
",F,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,3,"system, sync, exercise managment tool",14,"tool, sync, managment, application, modification, either, system, event, shall, back, exercise, 1.0, link, matrix"
470,"F:The system shall allow modification of the display.
",F,The system shall allow modification of the display.,3,"system, allow modification, display",5,"allow, system, shall, display, modification"
471,"F:The system shall offer a display of all the Events in the exercise.
",F,The system shall offer a display of all the Events in the exercise.,3,"system, display, exercise",6,"offer, system, shall, event, exercise, display"
472,"F:The system shall filter data by: Venues and Key Events.
",F,The system shall filter data by: Venues and Key Events.,1,system,7,"venue, data, system, shall, event, filter, key"
473,"F:The system shall allow a user to define the time segments
",F,The system shall allow a user to define the time segments,3,"system, user, time",7,"time, allow, system, shall, segment, user, define"
474,"F:The system shall display the local and exercise time in separate clocks
",F,The system shall display the local and exercise time in separate clocks,2,"system, exercise time",8,"clock, time, system, shall, exercise, display, local, separate"
475,"F:The system shall offer the ability to pause and resume the refresh of data.
",F,The system shall offer the ability to pause and resume the refresh of data.,3,"system, ability, refresh",8,"refresh, offer, resume, data, system, shall, pause, ability"
476,"F:The system shall provide charts for the Activity or Event actual versus assumed time.
",F,The system shall provide charts for the Activity or Event actual versus assumed time.,5,"system, activity, event, versus, assumed time",10,"provide, actual, time, system, shall, event, chart, versus, activity, assume"
477,"F:The system shall provide a history report of changes made to the Activity or Event data
",F,The system shall provide a history report of changes made to the Activity or Event data,4,"system, history report, activity, event",10,"provide, data, make, history, system, change, shall, report, event, activity"
478,"LF:The look and feel of the system shall conform to the user interface standards of the smart device.
",LF,The look and feel of the system shall conform to the user interface standards of the smart device.,5,"look, feel, system, user interface, device",10,"conform, interface, device, feel, system, standard, shall, smart, user, look"
479,"LF: The user interface shall have standard menus  buttons for navigation
",LF, The user interface shall have standard menus  buttons for navigation,2,"user interface, for navigation",7,"menu, button, interface, navigation, standard, shall, user"
480,"LF:The system shall have a professional appearance
",LF,The system shall have a professional appearance,2,"system, appearance",4,"professional, system, shall, appearance"
481,"LF:The product shall have a consistent color scheme and fonts.
",LF,The product shall have a consistent color scheme and fonts.,2,"product, color scheme",6,"product, scheme, font, consistent, shall, color"
482,"US:The system shall be used by realtors with no training.
",US,The system shall be used by realtors with no training.,2,"system, training",5,"training, system, shall, use, realtor"
483,"US:The system shall be intuitive and self explanatory.
",US,The system shall be intuitive and self explanatory.,2,"system, explanatory",5,"intuitive, self, explanatory, system, shall"
484,"US:The product shall be easy for a realtor to learn.
",US,The product shall be easy for a realtor to learn.,2,"product, realtor",5,"product, learn, shall, easy, realtor"
485,"US:The product shall use symbols and words that are naturally understandable by the realtor community.
",US,The product shall use symbols and words that are naturally understandable by the realtor community.,2,"product, realtor community",9,"product, naturally, community, word, symbol, understandable, shall, use, realtor"
486,"PE:The product shall produce search results in an acceptable time
",PE,The product shall produce search results in an acceptable time,3,"product, produce search, time",7,"product, search, result, time, shall, produce, acceptable"
487,"PE:The search results shall be returned no later 30      seconds  after the user has entered the search criteria
",PE,The search results shall be returned no later 30      seconds  after the user has entered the search criteria,3,"search, user, search criteria",10,"30, second, search, result, return, criterion, enter, shall, user, later"
488,"PE:The product shall generate a CMA report in an acceptable time.
",PE,The product shall generate a CMA report in an acceptable time.,3,"product, report, time",7,"product, cma, time, generate, shall, report, acceptable"
489,"PE:The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.
",PE,The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,3,"cma report, user, cma report",10,"cma, second, return, criterion, enter, report, shall, user, 60, later"
490,"PE:The product shall synchronize contacts and appointments in an acceptable time.
",PE,The product shall synchronize contacts and appointments in an acceptable time.,2,"product, time",7,"product, time, shall, synchronize, appointment, contact, acceptable"
491,"PE:The product shall synchronize with the office system every hour.
",PE,The product shall synchronize with the office system every hour.,3,"product, office system, hour",7,"product, hour, every, system, office, shall, synchronize"
492,"A: The product shall be available for use 24 hours per day  365 days  per year
",A, The product shall be available for use 24 hours per day  365 days  per year,4,"product, for use, per day, per year",10,"product, day, hour, year, per, available, shall, use, 24, 365"
493,"A: Out of 1000 accesses to the system  the system is available 999 times.
",A, Out of 1000 accesses to the system  the system is available 999 times.,2,"system, system",6,"999, time, system, available, access, 1000"
494,"FT:The product shall operate in offline mode whenever internet connection is unavailable.
",FT,The product shall operate in offline mode whenever internet connection is unavailable.,3,"product, mode, internet connection",9,"offline, product, internet, connection, unavailable, mode, operate, whenever, shall"
495,"FT: The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.
",FT, The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,3,"product, user, previously downloaded search",12,"product, cma, search, result, download, allow, view, shall, report, appointment, user, previously"
496,"FT:The product shall retain user preferences in the event of a failure.
",FT,The product shall retain user preferences in the event of a failure.,3,"product, event, failure",7,"preference, retain, product, failure, shall, event, user"
497,"FT:100% of saved user preferences shall be restored when system comes back online.
",FT,100% of saved user preferences shall be restored when system comes back online.,3,"100 %, saved user, system",10,"online, 100, preference, save, come, restore, system, shall, back, user"
498,"SC:The product shall be able to support multiple remote users
",SC,The product shall be able to support multiple remote users,2,"product, remote",7,"able, support, product, remote, multiple, shall, user"
499,"SC:The product shall be able support 1000 simultaneous users.
",SC,The product shall be able support 1000 simultaneous users.,2,"product, support",7,"able, support, product, simultaneous, shall, user, 1000"
500,"SC:The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.
",SC,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,3,"product, number, year",15,"product, 5, year, next, time, expect, exist, shall, capable, user, grow, handle, within, 1000, number"
501,"US:The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.
",US,The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,2,"product, realtor without recourse",9,"untrained, product, without, recourse, instal, shall, separately-printed, instruction, realtor"
502,"US:90% of untrained realtors shall be able to install the product on their device without printed instructions
",US,90% of untrained realtors shall be able to install the product on their device without printed instructions,3,"90 %, product, device",11,"able, untrained, product, printed, 90, install, without, shall, instruction, device, realtor"
503,"PO:The product is expected to run on Windows CE and Palm operating systems.
",PO,The product is expected to run on Windows CE and Palm operating systems.,2,"product, palm",8,"product, run, ce, expect, operate, system, palm, window"
504,"SE:Only registered realtors shall be able to access the system.
",SE,Only registered realtors shall be able to access the system.,2,"access, system",6,"able, system, shall, registered, access, realtor"
505,"SE:Every user of the system shall be authenticated and authorized.
",SE,Every user of the system shall be authenticated and authorized.,2,"user, system",6,"every, authenticate, system, shall, user, authorize"
506,"SE:The product shall prevent its data from incorrect data being introduced.
",SE,The product shall prevent its data from incorrect data being introduced.,1,product,6,"product, introduce, incorrect, data, shall, prevent"
507,"F:The system shall allow a real estate agent to query MLS information
",F,The system shall allow a real estate agent to query MLS information,3,"system, estate agent, query mls information",9,"agent, estate, information, allow, system, ml, shall, query, real"
508,"F:The user shall be able to get driving directions to a selected property
",F,The user shall be able to get driving directions to a selected property,2,"user, selected property",8,"able, property, select, get, driving, direction, shall, user"
509,"F:The user shall be able to download appointments and contact information for clients
",F,The user shall be able to download appointments and contact information for clients,2,"user, contact information",8,"able, contact, download, information, shall, client, appointment, user"
510,"F:The system shall display clear property images in the search results
",F,The system shall display clear property images in the search results,3,"system, property, search",8,"property, search, result, image, system, clear, shall, display"
511,"F:The system shall update or create new property listings in the MLS
",F,The system shall update or create new property listings in the MLS,3,"system, property, mls",8,"property, new, listing, system, ml, shall, update, create"
512,"F:Realtor shall be able to generate a CMA report based on property criteria
",F,Realtor shall be able to generate a CMA report based on property criteria,3,"realtor, report, based on property",9,"able, property, cma, base, criterion, generate, shall, report, realtor"
513,"F:The system shall be able to call the seller or buyer to schedule an appointment
",F,The system shall be able to call the seller or buyer to schedule an appointment,4,"system, seller, buyer, appointment",8,"able, call, buyer, system, schedule, shall, appointment, seller"
514,"F:The realtor shall be notified of new client appointments after automatic synchronization with office system
",F,The realtor shall be notified of new client appointments after automatic synchronization with office system,3,"realtor, client, synchronization with office system",10,"notify, new, automatic, system, office, shall, client, appointment, synchronization, realtor"
515,"F:The realtor shall be able to retrieve a map showing property locations for a specified area
",F,The realtor shall be able to retrieve a map showing property locations for a specified area,3,"realtor, showing property, area",10,"able, property, retrieve, area, map, shall, specified, show, location, realtor"
516,"F:The system shall notify the realtor when a seller or buyer responds to an appointment request
",F,The system shall notify the realtor when a seller or buyer responds to an appointment request,5,"system, realtor, seller, buyer, appointment request",9,"notify, buyer, system, shall, responds, appointment, seller, request, realtor"
517,"F:The product shall allow the user to save the property search results.
",F,The product shall allow the user to save the property search results.,3,"product, user, property search",8,"property, product, save, search, result, allow, shall, user"
518,"US:The system shall be easy to use by the Program Administrators/Nursing Staff Members.
",US,The system shall be easy to use by the Program Administrators/Nursing Staff Members.,3,"system, program, staff",8,"member, system, shall, use, easy, administrators/nursing, staff, program"
519,"US:All of the users shall be able to use the system after one day of training.
",US,All of the users shall be able to use the system after one day of training.,2,"system, one day of training",8,"able, training, day, system, one, shall, use, user"
520,"US:The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.
",US,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,3,"system, user avoid, nursing",12,"nursing, help, make, student, clinicals, system, avoid, schedule, shall, mistake, class, user"
521,"US:The number of mistakes noted by the students shall be decreased by 50% in the first year.
",US,The number of mistakes noted by the students shall be decreased by 50% in the first year.,3,"number, 50 %, year",9,"decrease, note, 50, year, student, shall, mistake, first, number"
522,"US:The system shall be intuitive to the Program Administrators/Nursing Staff Members.
",US,The system shall be intuitive to the Program Administrators/Nursing Staff Members.,3,"system, program, staff",7,"intuitive, member, system, shall, administrators/nursing, staff, program"
523,"US:2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.
",US,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,4,"3 program, staff, system, scheduling",15,"successfully, 2, able, member, 3, clinicals, system, scheduling, shall, use, manage, class, administrators/nursing, staff, program"
524,"US:The system shall use symbols and words that are naturally understandable by the user community.
",US,The system shall use symbols and words that are naturally understandable by the user community.,2,"system, user community",9,"naturally, community, word, symbol, understandable, system, shall, use, user"
525,"US:The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.
",US,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,5,"verbiage, system, english, terminology, nursing community",12,"national, nursing, english, consistent, community, terminology, system, standard, shall, use, verbiage, within"
526,"PE:Staff members shall be able to complete a set of tasks in a timely manner.
",PE,Staff members shall be able to complete a set of tasks in a timely manner.,3,"staff, set, manner",9,"able, set, manner, task, member, complete, shall, timely, staff"
527,"PE:The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.
",PE,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,4,"response time, student management, response time, of schedule generation",14,"5, management, second, task, response, student, time, take, schedule, general, shall, long, generation, 30"
528,"A:The system shall be available for use between the hours of 8am and 6pm.
",A,The system shall be available for use between the hours of 8am and 6pm.,2,"system, for use",7,"8am, hour, system, available, shall, use, 6pm"
529,"A:The system shall achieve 95% up time.
",A,The system shall achieve 95% up time.,3,"system, achieve 95 %, time",5,"95, time, achieve, system, shall"
530,"SC:system shall be able to handle all of the user requests/usage during business hours.
",SC,system shall be able to handle all of the user requests/usage during business hours.,2,"system, requests/usage during business",8,"able, requests/usage, hour, system, shall, user, business, handle"
531,"SC:The system shall cater to 10 simultaneous users from 9am to 5pm.
",SC,The system shall cater to 10 simultaneous users from 9am to 5pm.,1,system,8,"simultaneous, system, 5pm, cater, shall, 9am, user, 10"
532,"SC:The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.
",SC,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,2,"system, processing 100 % of nursing",11,"100, nursing, process, year, next, student, system, shall, capable, class, 10"
533,"SC:The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.
",SC,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,4,"system, nursing program curriculum, scheduling, minimum",12,"nursing, 5, year, curriculum, expect, system, scheduling, shall, manage, minimum, class/clinical, program"
534,"O:The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.
",O,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,4,"system, business office environment typical, nursing department, at depaul university",13,"able, nursing, university, typical, depaul, operate, system, department, office, shall, business, within, environment"
535,"O:The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.
",O,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,3,"system, program, staff",11,"computer, member, specification, system, shall, use, define, within, administrators/nursing, staff, program"
536,"O:The system shall operate within the Windows XP Professional operating system.
",O,The system shall operate within the Windows XP Professional operating system.,2,"system, operating system",8,"window, professional, xp, operate, system, shall, within, operating"
537,"O:The system shall interface with CampusConnect's central server
",O,The system shall interface with CampusConnect's central server,3,"system, interface with campusconnect, server",7,"campusconnect, interface, central, system, shall, server, 's"
538,"O:The system shall interface with the faculty central server.
",O,The system shall interface with the faculty central server.,3,"system, faculty, server",6,"interface, central, system, shall, server, faculty"
539,"O:The system shall interface with the student master server.
",O,The system shall interface with the student master server.,2,"system, student master server",6,"interface, student, system, shall, server, master"
540,"O:We must be able to interface with any HTML browser.
",O,We must be able to interface with any HTML browser.,1,html browser,5,"able, html, interface, must, browser"
541,"SE:Only authorized users shall have access to clinical site information.
",SE,Only authorized users shall have access to clinical site information.,2,"have access, site information",7,"information, authorized, shall, user, clinical, access, site"
542,"SE:Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.
",SE,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,4,"program, administrators/nursing staff, have access, site",10,"member, people, detail, shall, site, administrators/nursing, clinical, access, staff, program"
543,"SE:Only authorized users shall have access to students' personal information.
",SE,Only authorized users shall have access to students' personal information.,2,"have access, information",7,"personal, student, information, authorized, shall, user, access"
544,"SE:Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students' personal information.
",SE,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students' personal information.,5,"dr, poslusny, dr julie donalek, have access, information",11,"donalek, personal, people, student, information, susan, dr, shall, poslusny, julie, access"
545,"SE:Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.
",SE,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,4,"have access, portion, system, interfaces with campusconnect",8,"campusconnect, portion, interfaces, authorized, system, shall, user, access"
546,"SE:Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.
",SE,Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,8,"criterion, dr, poslusny, karen sysol, have access, class section, system, interfaces with campusconnect",17,"sysol, final, karen, campusconnect, people, criterion, interfaces, schedule, susan, dr, shall, class, system, poslusny, fit, access, section"
547,"SE:The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.
",SE,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,3,"system, integrity, possibility of incorrect",11,"introduce, incorrect, check, invalid, data, basic, reduce, system, shall, integrity, possibility"
548,"SE:The system shall protect private information in accordance with the organization's information policy.
",SE,The system shall protect private information in accordance with the organization's information policy.,4,"system, information in accordance, organization, information policy",9,"organization, policy, protect, information, system, 's, shall, private, accordance"
549,"SE:The system shall be built such that it is as secure as possible from malicious interference.
",SE,The system shall be built such that it is as secure as possible from malicious interference.,2,"system, interference",7,"secure, build, system, possible, shall, interference, malicious"
550,"SE:The system shall use the organization's standard virus protection software to help monitor threats to itself.
",SE,The system shall use the organization's standard virus protection software to help monitor threats to itself.,3,"system, organization, virus protection software",12,"organization, software, protection, help, monitor, system, standard, shall, use, threat, 's, virus"
551,"F:A cohort shall be associated to one Program of Study offered by the department.
",F,A cohort shall be associated to one Program of Study offered by the department.,3,"cohort, one program of study, department",8,"offer, study, cohort, department, one, shall, associate, program"
552,"F:Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.
",F,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,4,"program, staff, listing, cohort",11,"able, nursing, listing, cohort, administrator, member, add, student, shall, staff, program"
553,"F:Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort
",F,Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,4,"program, staff, student, cohort",11,"able, single, nursing, cohort, administrator, member, add, student, shall, staff, program"
554,"F:Students added to a cohort shall be eligible for the cohort's Program of Study.
",F,Students added to a cohort shall be eligible for the cohort's Program of Study.,3,"cohort, cohort, program of study",8,"study, cohort, eligible, add, student, shall, 's, program"
555,"F:Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.
",F,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,4,"program, staff, sequence, given cohort",13,"able, nursing, give, cohort, administrator, member, preferred, sequence, specify, shall, class, staff, program"
556,"F: For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.
",F, For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,5,"class, sequence, cohort program, staff, quarter that class",14,"able, quarter, nursing, offer, cohort, administrator, member, sequence, specify, class, shall, within, staff, program"
557,"F: For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.
",F, For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,5,"class, sequence, cohort program, staff, quarter that class",14,"able, quarter, nursing, offer, cohort, administrator, member, sequence, specify, class, shall, within, staff, program"
558,"F:Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes
",F,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,3,"program, staff, sequence",11,"able, nursing, new, administrator, member, add, sequence, shall, class, staff, program"
559,"F:Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes
",F,Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,3,"program, staff, sequence",12,"able, nursing, administrator, member, add, sequence, shall, class, section, clinical, staff, program"
560,"F: Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system  identified by start month and year.
",F, Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system  identified by start month and year.,6,"program, staff, cohort, system, month, year",15,"able, nursing, new, cohort, start, administrator, member, add, month, year, system, shall, identify, staff, program"
561,"F:Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.
",F,Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.,4,"program, staff, nursing department, system",12,"able, nursing, new, administrator, member, add, system, department, shall, class, staff, program"
562,"F:A class shall be either a non-clinical class or a clinical class.
",F,A class shall be either a non-clinical class or a clinical class.,3,"class, class, class",5,"either, class, shall, non-clinical, clinical"
563,"F: A non-clinical class shall specify the course name  lecture room requirements  and instructor needs.
",F, A non-clinical class shall specify the course name  lecture room requirements  and instructor needs.,3,"class, course name lecture room, instructor",11,"requirement, room, name, specify, instructor, class, shall, course, non-clinical, lecture, need"
564,"F: A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.
",F, A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.,5,"class, course name lecture room, site, instructor, lab instructor",13,"requirement, need, lab, name, specify, instructor, class, shall, course, room, clinical, lecture, site"
565,"F:Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.
",F,Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,3,"program, administrators/nursing staff, program of study",9,"able, new, study, member, shall, create, administrators/nursing, staff, program"
566,"F:A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.
",F,A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.,3,"program of study, program name, listing",12,"required, study, listing, consist, must, name, complete, shall, class, non-clinical, clinical, program"
567,"F:Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study
",F,Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,4,"program, staff, ability, program of study",11,"ability, nursing, study, administrator, member, require, specify, shall, class, staff, program"
568,"F:The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members' planning purposes.
",F,The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members' planning purposes.,6,"system, report, given quarter, for program, staff, planning",16,"able, quarter, give, planning, cohort, purpose, member, system, shall, report, class, display, administrators/nursing, needed, staff, program"
569,"F: The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.
",F, The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.,4,"report, be offered number, needed number, room",13,"offer, lab, type, limit, include, class, report, shall, section, room, needed, need, number"
570,"F:Classes for a given cohort shall not conflict with regards to the time and day that they are offered.
",F,Classes for a given cohort shall not conflict with regards to the time and day that they are offered.,3,"given cohort, time, day",9,"give, offer, day, cohort, time, shall, class, conflict, regard"
571,"F:Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.
",F,Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.,4,"program, staff, site, system",12,"able, nursing, new, administrator, member, add, system, shall, site, clinical, staff, program"
572,"F: Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.
",F, Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.,4,"site information, name, site contact person, contact information",9,"person, name, information, limit, include, shall, contact, clinical, site"
573,"F:Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.
",F,Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.,5,"program, staff, lab section, class, system",15,"able, nursing, new, lab, administrator, member, add, exist, system, shall, section, class, clinical, staff, program"
574,"F: A clinical lab section shall include the clinical site name  the class  instructor  day and time of the lab.
",F, A clinical lab section shall include the clinical site name  the class  instructor  day and time of the lab.,5,"lab section, site name, class instructor day, time, lab",11,"day, lab, time, name, include, instructor, shall, class, clinical, site, section"
575,"F:Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.
",F,Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.,6,"program, staff, student, class, lab section, class",14,"able, nursing, lab, administrator, member, add, student, register, shall, class, section, clinical, staff, program"
576,"F:The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.
",F,The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,5,"system, program administrator, staff member, student, lab section",13,"nursing, lab, administrator, member, student, remove, allow, system, shall, section, clinical, staff, program"
577,"F:The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.
",F,The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.,7,"system, program, staff member, student, lab section, lab section, class",16,"administrator/nursing, lab, member, another, student, allow, system, correspond, one, shall, section, class, move, clinical, staff, program"
578,"F:Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.
",F,Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.,4,"program, administrators/nursing staff, lab section, lab section",12,"able, lab, member, student, cancel, register, shall, section, administrators/nursing, clinical, staff, program"
579,"F:A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.
",F,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,4,"program, staff member, nursing student, system",11,"able, administrator/nursing, nursing, new, member, add, student, system, shall, staff, program"
580,"F: A staff member shall have the ability to manage the progress of a part time student  which includes modifying their sequence of classes and timeline of classes.
",F, A staff member shall have the ability to manage the progress of a part time student  which includes modifying their sequence of classes and timeline of classes.,6,"staff member, ability, progress, part time student, sequence, timeline",14,"modify, progress, member, staff, time, student, timeline, sequence, include, shall, manage, class, part, ability"
581,"F: The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.
",F, The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.,6,"system, summary, program of study sequence, cohort progress, program, timeline of completion",18,"printable, enlist, system, shall, program, timeline, class, able, progress, study, student, include, summary, display, cohort, sequence, completion, individual"
